Date,Open,High,Low,Close,Volume
3/17/2021 16:00:00,152.75,154.19,152.07,153.64,319137
3/18/2021 16:00:00,157.43,159.55,157,157.71,824552
3/19/2021 16:00:00,158.71,158.87,157.11,158.58,425116
3/22/2021 16:00:00,155.2,155.2,154.19,154.48,451109
3/23/2021 16:00:00,153.05,153.09,151.1,151.34,386895
3/24/2021 16:00:00,150.99,151.38,150.4,150.67,344301
3/25/2021 16:00:00,150,151.26,149.12,151.07,273943
3/26/2021 16:00:00,153,153.41,152.09,153.37,312223
3/29/2021 16:00:00,154,155.3,153.53,154.9,317160
3/30/2021 16:00:00,153.63,154.64,153.38,153.87,475959
3/31/2021 16:00:00,156.22,156.47,155.81,156.06,289263
4/1/2021 16:00:00,153.6,154.23,153.04,154.16,274499
4/5/2021 16:00:00,154.16,155.84,153.78,155.38,300632
4/6/2021 16:00:00,153.1,154.29,153.04,153.65,400571
4/7/2021 16:00:00,154.84,155.74,154.55,154.7,216467
4/8/2021 16:00:00,154.35,154.7,152.89,153.38,233738
4/9/2021 16:00:00,154.06,154.45,153.51,154.28,181586
4/12/2021 16:00:00,154.91,154.91,153.9,154.09,246349
4/13/2021 16:00:00,155,155.79,154.32,155.77,220299
4/14/2021 16:00:00,156.25,156.88,155.87,156.22,172996
4/15/2021 16:00:00,156.98,157.43,156.5,157.31,179184
4/16/2021 16:00:00,157.8,157.9,157.1,157.57,162723
4/19/2021 16:00:00,157.96,157.98,155.93,156.41,242376
4/20/2021 16:00:00,154.74,154.81,152.9,154.1,317878
4/21/2021 16:00:00,153.5,155.58,153.5,155.14,322370
4/22/2021 16:00:00,155.5,155.58,154.41,154.78,227426
4/23/2021 16:00:00,153.99,155.59,153.92,154.99,233705
4/26/2021 16:00:00,154.31,154.31,153.49,153.54,249758
4/27/2021 16:00:00,152.59,153.17,152.27,152.81,490430
4/28/2021 16:00:00,153.2,153.81,152.83,153.26,236243
4/29/2021 16:00:00,153.5,153.77,151.69,152.43,377613
4/30/2021 16:00:00,150.09,151.6,149.9,150.77,394014
5/3/2021 16:00:00,151.48,152.76,151.34,152.23,230950
5/4/2021 16:00:00,151.51,151.63,150.25,150.59,266757
5/5/2021 16:00:00,152.09,152.29,151.11,151.42,169355
5/6/2021 16:00:00,153.24,153.3,151.87,152.96,194242
5/7/2021 16:00:00,153.34,153.72,153.04,153.65,162495
5/10/2021 16:00:00,155.33,155.72,154.71,155.06,264146
5/11/2021 16:00:00,152.65,152.65,151.16,152.24,431262
5/12/2021 16:00:00,155.5,155.67,153.15,153.52,627588
5/13/2021 16:00:00,153.86,155.39,153.12,155.23,342934
5/14/2021 16:00:00,156,156.5,155.66,155.85,315551
5/17/2021 16:00:00,157.7,159,157.43,158.68,436227
5/18/2021 16:00:00,160.46,161.91,160.32,160.66,322577
5/19/2021 16:00:00,158.63,159.55,158.12,159.29,250192
5/20/2021 16:00:00,159.32,160.58,159.21,160.22,209609
5/21/2021 16:00:00,161,161.31,160.39,161.16,211200
5/24/2021 16:00:00,162.18,162.98,162.14,162.78,236431
5/25/2021 16:00:00,163,163.8,161.63,162.24,199644
5/26/2021 16:00:00,162.83,164.42,162.78,164.02,231951
5/27/2021 16:00:00,165,166.47,164.91,165.55,248648
5/28/2021 16:00:00,166.29,166.78,165.71,165.98,160049
6/1/2021 16:00:00,171.47,172.75,171.03,172.34,596568
6/2/2021 16:00:00,175.75,176.84,175.49,176.63,630391
6/3/2021 16:00:00,177.3,180.12,177.03,179.67,478773
6/4/2021 16:00:00,181.68,182.66,181.01,182.41,386890
6/7/2021 16:00:00,182.03,182.25,180.11,180.8,384408
6/8/2021 16:00:00,180.91,181,179.39,179.61,307131
6/9/2021 16:00:00,180.03,180.8,179.87,180.54,207474
6/10/2021 16:00:00,180.59,180.76,179.82,180.18,194494
6/11/2021 16:00:00,180.74,181.47,180.51,181.47,164567
6/14/2021 16:00:00,181,181,179.48,180.59,189948
6/15/2021 16:00:00,182.5,182.78,181.68,182.45,180935
6/16/2021 16:00:00,183.93,184.88,183.1,183.84,326164
6/17/2021 16:00:00,185,185.38,184,185.2,277369
6/18/2021 16:00:00,177.89,178.38,176.31,177.03,735008
6/21/2021 16:00:00,177,179.41,176.5,178.88,284444
6/22/2021 16:00:00,180.06,180.06,178.83,179.39,237921
6/23/2021 16:00:00,176.37,178.25,176.14,177.71,611533
6/24/2021 16:00:00,178.38,178.38,177.55,177.67,164822
6/25/2021 16:00:00,177.99,178.8,177.79,178.1,156089
6/28/2021 16:00:00,177.65,177.8,176.76,177.07,209164
6/29/2021 16:00:00,176.4,177.37,176.4,176.73,166960
6/30/2021 16:00:00,175.48,176.25,174.62,174.84,313217
7/1/2021 16:00:00,174.71,175.58,174.35,175.48,181616
7/2/2021 16:00:00,176.39,176.84,175.84,176.03,210326
7/6/2021 16:00:00,176.07,176.47,173.4,174.93,288134
7/7/2021 16:00:00,175.77,175.87,174.57,175.65,128254
7/8/2021 16:00:00,173.17,174.63,173.05,174.23,189458
7/9/2021 16:00:00,177.66,178.73,177.65,177.79,320747
7/12/2021 16:00:00,177.79,179.41,177.04,178.9,176030
7/13/2021 16:00:00,178.99,179.46,178.34,179.18,281948
7/14/2021 16:00:00,180.37,180.99,179.56,180,230670
7/15/2021 16:00:00,178.71,179.33,178.26,178.93,177845
7/16/2021 16:00:00,179.28,179.28,177.38,178.13,195761
7/19/2021 16:00:00,176.68,176.99,174.03,176.3,261143
7/20/2021 16:00:00,176.14,178.37,175.79,178.12,151991
7/21/2021 16:00:00,178.18,179.93,178.18,179.68,183208
7/22/2021 16:00:00,179.99,180.19,177.94,177.99,321205
7/23/2021 16:00:00,179.14,180.44,178.66,179.85,195868
7/26/2021 16:00:00,179.23,179.78,178.84,179.5,155669
7/27/2021 16:00:00,179.06,179.06,177.71,178.44,152679
7/28/2021 16:00:00,178.44,180.24,178.29,179.87,143560
7/29/2021 16:00:00,180.84,181.86,180.49,181.42,157370
7/30/2021 16:00:00,180.61,181.08,179.57,179.84,147223
8/2/2021 16:00:00,182,182.75,181.14,181.88,167578
8/3/2021 16:00:00,183.52,185.99,183.06,185.95,247020
8/4/2021 16:00:00,182.7,183.75,181.22,182.18,194571
8/5/2021 16:00:00,182.52,183.48,182.09,182.86,128883
8/6/2021 16:00:00,181.14,181.51,180.04,180.72,183434
8/9/2021 16:00:00,181.12,181.41,180.25,180.57,163329
8/10/2021 16:00:00,179.55,180.12,178.24,179.9,220382
8/11/2021 16:00:00,181.14,181.47,180.4,181.38,133389
8/12/2021 16:00:00,181.01,181.11,180.2,180.94,105567
8/13/2021 16:00:00,181.23,181.37,180.8,181.34,93107
8/16/2021 16:00:00,179.57,180.69,177.81,180.6,129820
8/17/2021 16:00:00,179.55,179.55,177.56,178.17,213939
8/18/2021 16:00:00,177.5,177.98,175.53,175.73,227310
8/19/2021 16:00:00,170.15,171.41,167.75,168.55,650591
8/20/2021 16:00:00,165.68,165.75,163.91,164.66,448104
8/23/2021 16:00:00,166.87,168.97,166.28,168.74,329944
8/24/2021 16:00:00,169.8,171.58,169.58,171.02,308156
8/25/2021 16:00:00,172.4,174.11,172.08,173.75,263350
8/26/2021 16:00:00,173.52,173.78,171.09,171.59,175370
8/27/2021 16:00:00,172.04,173.95,171.95,173.88,140322
8/30/2021 16:00:00,173.73,173.73,172.48,172.86,134458
8/31/2021 16:00:00,173.61,175.01,173.61,174.23,184378
9/1/2021 16:00:00,175.05,176.97,175.02,176.21,204091
9/2/2021 16:00:00,176.31,176.86,175.47,176.24,198914
9/3/2021 16:00:00,177.43,179.28,176.83,179.27,279465
9/7/2021 16:00:00,181,181.74,180.66,181.64,224324
9/8/2021 16:00:00,181.5,181.5,179.18,180,219881
9/9/2021 16:00:00,179.54,180.94,179.54,180.07,173368
9/10/2021 16:00:00,180.03,180.4,176.12,176.3,278253
9/13/2021 16:00:00,177.47,178.57,177.28,178.46,173803
9/14/2021 16:00:00,180.22,180.88,178.66,179.39,175879
9/15/2021 16:00:00,179.93,181.89,179.84,181.71,257944
9/16/2021 16:00:00,181.07,182.31,180.51,181.94,161585
9/17/2021 16:00:00,181.51,181.75,180.56,180.95,155106
9/20/2021 16:00:00,178.67,178.67,175.05,176.71,363482
9/21/2021 16:00:00,180.4,182.42,180.31,181.9,295574
9/22/2021 16:00:00,181.7,182.89,180.75,181.59,248604
9/23/2021 16:00:00,181.92,182.99,181.53,182.79,206222
9/24/2021 16:00:00,182.68,183.23,182,182.57,128669
9/27/2021 16:00:00,185.08,186.86,185.01,186.52,221680
9/28/2021 16:00:00,186.09,186.4,184.15,184.85,197707
9/29/2021 16:00:00,185.13,187.45,183.78,185.45,238637
9/30/2021 16:00:00,180.68,181.54,177.75,177.75,403393
10/1/2021 16:00:00,178.11,178.26,176.42,177.62,241884
10/4/2021 16:00:00,175.16,175.54,171.17,171.81,381726
10/5/2021 16:00:00,171.9,172.94,171.1,172.14,184904
10/6/2021 16:00:00,166.54,167.47,165.33,166.97,462649
10/7/2021 16:00:00,169.1,170,168.55,169.47,212844
10/8/2021 16:00:00,171.41,172.46,171.18,171.97,153400
10/11/2021 16:00:00,175.38,176.85,174.87,175.15,209061
10/12/2021 16:00:00,176.87,177.57,175.69,177.13,250758
10/13/2021 16:00:00,175.95,176.49,174.66,175.77,325571
10/14/2021 16:00:00,174.6,175.59,174.48,175.51,157810
10/15/2021 16:00:00,175.51,176.45,174.79,176.27,203797
10/18/2021 16:00:00,178,179,177.78,178.55,207297
10/19/2021 16:00:00,178.81,178.85,178.09,178.67,197830
10/20/2021 16:00:00,178.67,178.67,177.02,177.75,160995
10/21/2021 16:00:00,174,175.2,173.8,174.02,218753
10/22/2021 16:00:00,175,175.34,172.78,173.4,206710
10/25/2021 16:00:00,172.81,172.81,171.88,172.23,247097
10/26/2021 16:00:00,173.63,174.79,172.81,173.2,145599
10/27/2021 16:00:00,174.81,175.29,174.01,174.09,205551
10/28/2021 16:00:00,175.29,176.48,175.29,176.48,181415
10/29/2021 16:00:00,176.2,176.69,175.62,176.57,164979
11/1/2021 16:00:00,178.13,179.98,178.13,179.98,219128
11/2/2021 16:00:00,180,180,177.74,179.61,166516
11/3/2021 16:00:00,179.9,181.36,179.19,181.07,163023
11/4/2021 16:00:00,182,182.84,180.6,181.48,171347
11/5/2021 16:00:00,180.91,181.18,178.5,179.28,176536
11/8/2021 16:00:00,179.52,180.56,179.15,180.48,204355
11/9/2021 16:00:00,178.25,178.5,175.64,176.32,222484
11/10/2021 16:00:00,177.45,179.29,176.72,177.36,202987
11/11/2021 16:00:00,178.47,179.33,178.19,179.03,122655
11/12/2021 16:00:00,181.9,184.75,181.5,184.4,291149
11/15/2021 16:00:00,185.02,185.46,184.34,184.39,177072
11/16/2021 16:00:00,187,188.18,186.9,187.43,228668
11/17/2021 16:00:00,186,186.54,184.73,186.21,204316
11/18/2021 16:00:00,186.15,186.15,183.86,184.65,271808
11/19/2021 16:00:00,185.36,186.3,185.26,185.96,197419
11/22/2021 16:00:00,186.12,186.44,184.56,185.09,264220
11/23/2021 16:00:00,185.09,185.58,184.18,185.06,183157
11/24/2021 16:00:00,184.9,185.12,183.51,184.81,255467
11/26/2021 13:00:00,180.74,181.15,178.79,179.83,171374
11/29/2021 16:00:00,178.71,179.03,177.02,177.47,222099
11/30/2021 16:00:00,178.03,178.33,175.67,177.85,331260
12/1/2021 16:00:00,180.8,182.78,178.25,178.29,246719
12/2/2021 16:00:00,179.66,183.62,179.42,183.16,238246
12/3/2021 16:00:00,183.68,184.4,181.45,182.46,193967
12/6/2021 16:00:00,183.25,185.01,182.39,184.59,189631
12/7/2021 16:00:00,186.52,187.9,185.9,187.44,245085
12/8/2021 16:00:00,183.45,183.5,181.81,182.48,265535
12/9/2021 16:00:00,181,181.22,180,180.77,186586
12/10/2021 16:00:00,182.04,182.35,180.59,182.35,125531
12/13/2021 16:00:00,177.17,177.52,175.67,176.12,583773
12/14/2021 16:00:00,181,182.41,179.22,180.78,440491
12/15/2021 16:00:00,185.51,187,184.37,186.75,479134
12/16/2021 16:00:00,187.87,188.95,187.14,187.34,384500
12/17/2021 16:00:00,185.59,185.74,183.9,184.04,382609
12/20/2021 16:00:00,181.56,182.19,180.11,181.95,251538
12/21/2021 16:00:00,182.8,183.73,182.09,182.82,180088
12/22/2021 16:00:00,180.06,181.55,180.06,181.36,165857
12/23/2021 16:00:00,183.08,184.31,182.91,183.78,167889
12/27/2021 16:00:00,184.01,186.28,184.01,185.9,197052
12/28/2021 16:00:00,185.91,186.37,184.64,184.75,113648
12/29/2021 16:00:00,184.26,184.6,182.85,183.68,117855
12/30/2021 16:00:00,184.27,184.73,183.71,184.08,123177
12/31/2021 16:00:00,184.45,186.15,184.34,185.3,189931
1/3/2022 16:00:00,186.81,187.46,185.16,186.29,353619
1/4/2022 16:00:00,193.08,201.43,192.32,199.19,1057316
1/5/2022 16:00:00,199.8,201.34,196.85,196.95,555709
1/6/2022 16:00:00,200.63,200.8,196.18,199.75,422752
1/7/2022 16:00:00,200.68,201.99,198.72,200.44,371098
1/10/2022 16:00:00,200.98,201.14,197.67,200.35,379983
1/11/2022 16:00:00,201.3,201.97,199.55,201.9,255528
1/12/2022 16:00:00,205,207.66,204.65,206.61,511414
1/13/2022 16:00:00,211,213.74,210.37,211.37,546959
1/14/2022 16:00:00,210.65,211.24,209.16,210.69,267661
1/18/2022 16:00:00,209.1,209.49,207.19,207.47,379649
1/19/2022 16:00:00,206.61,206.7,202.1,202.42,562224
1/20/2022 16:00:00,203.57,204.81,201.23,201.47,282956
1/21/2022 16:00:00,199.18,200.95,198.56,199.77,363691
1/24/2022 16:00:00,195.4,197.91,192.94,197.7,546600
1/25/2022 16:00:00,195,198.77,192.68,197.01,433115
1/26/2022 16:00:00,198.48,198.52,192.83,194.17,537266
1/27/2022 16:00:00,192.47,193.54,189.29,189.96,336917
1/28/2022 16:00:00,192,193.36,188.2,193.13,274674
1/31/2022 16:00:00,196,198.72,194.92,198.45,418816
2/1/2022 16:00:00,195.25,196.73,194.7,196.43,333851
2/2/2022 16:00:00,198.94,199.93,197.87,199.66,243681
2/3/2022 16:00:00,199.98,201.46,199.24,199.53,299111
2/4/2022 16:00:00,198.06,198.24,194.77,196.88,267494
2/7/2022 16:00:00,198.15,198.41,196.53,197.24,177994
2/8/2022 16:00:00,200,200.73,198.01,200.32,288557
2/9/2022 16:00:00,202.12,203.95,200.39,201.37,342545
2/10/2022 16:00:00,195,197.3,194.25,194.41,421090
2/11/2022 16:00:00,194.45,196.2,191.91,192.71,230027
2/14/2022 16:00:00,190,190.5,187.83,188.97,259562
2/15/2022 16:00:00,189.24,190.06,188.44,189.4,227517
2/16/2022 16:00:00,190.11,190.9,189.21,190.3,206995
2/17/2022 16:00:00,188,188.53,186.13,186.54,192221
2/18/2022 16:00:00,188.87,189.29,187.51,188.97,183083
2/22/2022 16:00:00,187.04,187.47,184.4,185.64,202376
2/23/2022 16:00:00,187.73,188.59,183.67,183.84,242279
2/24/2022 16:00:00,177.02,182.55,176.68,182.23,363111
2/25/2022 16:00:00,183.9,185.73,183.26,185.38,228292
2/28/2022 16:00:00,184.47,184.88,181.65,182.95,321990
3/1/2022 16:00:00,183.83,185.1,180.85,181.71,305553
3/2/2022 16:00:00,177.07,179.76,177.07,179.15,342094
3/3/2022 16:00:00,178.22,178.48,174.82,176.09,289506
3/4/2022 16:00:00,170.84,171.08,169.09,170.75,335308
3/7/2022 16:00:00,163.76,164.62,160,160.17,569780
3/8/2022 16:00:00,159.01,159.99,155.05,156.34,739550
3/9/2022 16:00:00,164.21,165.63,162.8,164.05,438832
3/10/2022 16:00:00,165.38,165.38,162.52,164.43,392732
3/11/2022 16:00:00,160.74,161.62,158.17,158.27,356034
3/14/2022 16:00:00,162.5,163.35,160.61,161.09,389528
3/15/2022 16:00:00,165.2,166.32,164.26,165.93,388180
3/16/2022 16:00:00,169.88,171.99,168.77,171.89,384402
3/17/2022 16:00:00,170.05,172.14,168.52,171.74,300287
3/18/2022 16:00:00,170.97,171.74,169.89,171.7,178983
3/21/2022 16:00:00,171.9,172.96,171.22,171.8,233458
3/22/2022 16:00:00,171.8,173.69,171.36,172.82,229078
3/23/2022 16:00:00,176.98,178.61,175.78,175.78,419465
3/24/2022 16:00:00,180.08,180.53,178.76,180.27,299896
3/25/2022 16:00:00,179.87,180.4,177.62,178.43,231890
3/28/2022 16:00:00,178.27,179.2,177.13,177.85,240078
3/29/2022 16:00:00,183.74,186,183.74,184.81,393653
3/30/2022 16:00:00,182.25,182.71,180.1,180.62,179504
3/31/2022 16:00:00,181.82,182.34,180.24,180.25,230394
4/1/2022 16:00:00,180.31,180.94,178.73,180.37,148546
4/4/2022 16:00:00,181,183.13,180.41,182.58,261234
4/5/2022 16:00:00,181.5,181.67,177.5,177.66,242445
4/6/2022 16:00:00,176.3,177.69,175.51,176.52,227753
4/7/2022 16:00:00,174.51,175.55,172.77,174.49,257516
4/8/2022 16:00:00,170,172.03,169.58,170.78,366450
4/11/2022 16:00:00,169.74,171.46,168.8,169.64,313481
4/12/2022 16:00:00,166.92,168.12,165.13,165.73,452295
4/13/2022 16:00:00,166.81,168.84,166.81,168.44,264455
4/14/2022 16:00:00,169.3,170.5,167.11,167.26,196374
4/18/2022 16:00:00,169.48,170.89,169.3,170.27,281395
4/19/2022 16:00:00,170,171.65,169.71,171.45,195399
4/20/2022 16:00:00,175.69,176.88,174.97,175.45,253634
4/21/2022 16:00:00,177.09,177.43,173.52,173.67,189501
4/22/2022 16:00:00,172.47,172.58,169.35,169.53,185664
4/25/2022 16:00:00,169.98,172.25,169.48,172.16,185799
4/26/2022 16:00:00,169.56,170.63,166.82,166.82,293269
4/27/2022 16:00:00,167.5,169.9,167.5,168.04,204318
4/28/2022 16:00:00,170.65,173.82,169.18,172.97,298324
4/29/2022 16:00:00,172.89,174.72,170.77,171,139174
5/2/2022 16:00:00,170.37,171,168.34,170.69,178566
5/3/2022 16:00:00,170.7,172.74,170.7,172.06,163584
5/4/2022 16:00:00,172.02,175.14,170.7,174.85,204804
5/5/2022 16:00:00,173.48,173.83,168.9,169.93,331722
5/6/2022 16:00:00,173.08,174.31,171.46,173.3,293461
5/9/2022 16:00:00,170.49,171.4,168.25,168.47,366347
5/10/2022 16:00:00,168.85,169.7,165.21,166.45,317375
5/11/2022 16:00:00,161.45,162.27,157.05,157.06,464446
5/12/2022 16:00:00,157.2,159.7,156.96,158.54,517146
5/13/2022 16:00:00,159.95,162.13,159.63,161.33,246224
5/16/2022 16:00:00,159.43,160.02,157.95,159.21,201539
5/17/2022 16:00:00,159.13,160.22,158.92,159.98,273494
5/18/2022 16:00:00,158.44,158.76,155.27,155.48,342006
5/19/2022 16:00:00,155.26,157.12,155.25,155.89,492723
5/20/2022 16:00:00,159.19,160.03,156.18,158.66,422603
5/23/2022 16:00:00,160.57,162.27,160.28,161.35,250076
5/24/2022 16:00:00,160.44,161.13,159.68,160.6,221650
5/25/2022 16:00:00,159.65,161.88,159.65,161.03,255987
5/26/2022 16:00:00,164,166.1,163.7,165.53,233319
5/27/2022 16:00:00,165.42,166.87,165.24,166.83,229413
5/31/2022 16:00:00,167.21,167.21,165.5,166.37,253408
6/1/2022 16:00:00,169.67,169.87,167.47,168.7,194141
6/2/2022 16:00:00,169.16,170.37,168.17,170.24,148317
6/3/2022 16:00:00,166.12,166.12,164.11,164.81,261836
6/6/2022 16:00:00,167.28,167.41,165.32,165.58,157614
6/7/2022 16:00:00,164.81,166.42,164.68,166.25,192024
6/8/2022 16:00:00,166.45,166.68,164.99,165.35,179588
6/9/2022 16:00:00,166.03,166.99,164.51,164.51,126879
6/10/2022 16:00:00,162.5,162.96,161.29,161.3,241620
6/13/2022 16:00:00,157.6,157.74,155.14,155.5,339474
6/14/2022 16:00:00,155.5,156.18,154.13,155.16,265939
6/15/2022 16:00:00,155.09,157.43,154.31,156.75,210977
6/16/2022 16:00:00,156.44,156.7,153.52,154.46,461556
6/17/2022 16:00:00,154.15,154.44,152.39,153.95,397944
6/21/2022 16:00:00,158.16,159.63,157.32,159.09,319704
6/22/2022 16:00:00,156.93,160,156.93,159.14,166724
6/23/2022 16:00:00,157.85,158.61,156.28,157.52,176348
6/24/2022 16:00:00,157.88,159.08,157.3,159.08,178797
6/27/2022 16:00:00,157.69,157.94,156.35,156.53,207999
6/28/2022 16:00:00,159.26,160.82,157.02,157.11,225728
6/29/2022 16:00:00,156.4,156.43,155.22,155.67,108300
6/30/2022 16:00:00,153.66,154.63,152.4,154.17,147296
7/1/2022 16:00:00,152.89,155.59,152.82,155.47,178273
7/5/2022 16:00:00,153.15,154.71,152.6,154.67,208561
7/6/2022 16:00:00,153.61,153.61,152.14,152.83,223528
7/7/2022 16:00:00,155.11,157.17,155.02,157.15,241763
7/8/2022 16:00:00,156.42,157.33,156.2,156.76,159136
7/11/2022 16:00:00,156.6,156.62,155.03,155.17,159743
7/12/2022 16:00:00,154.66,156.45,154.53,155.43,179420
7/13/2022 16:00:00,154.05,155.97,153.91,155.44,120436
7/14/2022 16:00:00,154.42,154.42,152.18,153.14,248563
7/15/2022 16:00:00,155.69,156.85,154.93,156.7,204339
7/18/2022 16:00:00,157,158.13,156.38,156.75,228042
7/19/2022 16:00:00,159.17,160.54,158.75,160.42,321440
7/20/2022 16:00:00,159.6,159.68,157.4,157.9,255098
7/21/2022 16:00:00,158.53,159.42,158.09,159.18,199242
7/22/2022 16:00:00,160.59,161.17,159.72,160.3,133392
7/25/2022 16:00:00,160.05,160.05,158.88,159.42,111667
7/26/2022 16:00:00,158.81,159.07,157.93,158.06,154507
7/27/2022 16:00:00,158.93,160.4,158,160.05,129326
7/28/2022 16:00:00,158.7,159.8,157.7,159.51,176719
7/29/2022 16:00:00,159.95,162.78,159.34,162.59,293716
8/1/2022 16:00:00,165.58,167.04,165.58,166.77,248671
8/2/2022 16:00:00,164.3,165.2,163.52,163.66,215906
8/3/2022 16:00:00,162.84,163.88,161.25,163.13,190939
8/4/2022 16:00:00,157.25,158.19,156.63,156.66,398509
8/5/2022 16:00:00,157.61,158.02,156.25,157.31,233253
8/8/2022 16:00:00,157,157.29,156.04,156.2,259938
8/9/2022 16:00:00,155,156,152.46,152.94,289163
8/10/2022 16:00:00,156,158.35,155.17,157.89,243116
8/11/2022 16:00:00,158.88,159.73,158.28,158.6,124556
8/12/2022 16:00:00,160.05,161.61,159.24,161.31,203720
8/15/2022 16:00:00,160.9,160.9,159.42,160.46,142386
8/16/2022 16:00:00,159.3,159.93,158.58,159.42,191545
8/17/2022 16:00:00,160.08,161.68,159.81,160.77,148133
8/18/2022 16:00:00,159.48,159.77,158.78,159.13,163409
8/19/2022 16:00:00,157.67,157.97,156.12,156.46,184333
8/22/2022 16:00:00,155.6,155.95,153.95,154.32,206018
8/23/2022 16:00:00,153.74,155.28,153.48,153.48,185602
8/24/2022 16:00:00,153.4,155.15,153.21,154.5,220615
8/25/2022 16:00:00,155,156,154.53,156,112884
8/26/2022 16:00:00,155.15,155.5,151.73,151.77,207526
8/29/2022 16:00:00,151.22,152.48,151.2,151.77,173840
8/30/2022 16:00:00,152.65,152.77,149.55,150.17,290758
8/31/2022 16:00:00,150.55,151.04,149.32,149.37,293438
9/1/2022 16:00:00,147.61,147.87,145.61,146.8,268599
9/2/2022 16:00:00,147.55,147.87,145.08,145.56,189666
9/6/2022 16:00:00,145,145.33,143.28,143.94,232272
9/7/2022 16:00:00,141.99,143.51,140.96,143.34,311232
9/8/2022 16:00:00,142.61,144.26,142.47,144.13,264479
9/9/2022 16:00:00,146.03,146.03,145.2,145.59,159385
9/12/2022 16:00:00,144.66,145.89,144.66,145.04,228666
9/13/2022 16:00:00,142.49,142.95,140.2,140.23,265736
9/14/2022 16:00:00,141.54,142.71,140.82,141.47,199519
9/15/2022 16:00:00,141.16,142.36,140.24,140.45,239892
9/16/2022 16:00:00,140.32,141.26,140.19,140.74,212479
9/19/2022 16:00:00,140.12,141.68,140,141.45,238482
9/20/2022 16:00:00,141.6,142.15,140.2,140.73,276914
9/21/2022 16:00:00,139.5,140,137.57,137.58,238254
9/22/2022 16:00:00,140.72,141.5,138.12,139.05,388351
9/23/2022 16:00:00,137.6,137.61,135.84,137.28,475738
9/26/2022 16:00:00,136.13,137.41,135.1,135.62,265804
9/27/2022 16:00:00,136.89,137.23,134.84,135.74,303405
9/28/2022 16:00:00,134.76,137.44,134.35,136.89,213092
9/29/2022 16:00:00,135.11,135.15,132.54,133.76,421077
9/30/2022 16:00:00,134.21,134.43,130.07,130.29,424944
10/3/2022 16:00:00,134.15,136.2,133.8,135.59,368819
10/4/2022 16:00:00,138.35,140.18,138.27,139.85,325460
10/5/2022 16:00:00,137.54,138.52,136.37,138.09,193066
10/6/2022 16:00:00,136.35,137.12,136.01,136.17,246216
10/7/2022 16:00:00,136.33,136.84,135.21,135.85,292348
10/10/2022 16:00:00,135.76,135.76,134.26,134.86,294220
10/11/2022 16:00:00,134.12,136.85,134.12,135.06,282391
10/12/2022 16:00:00,135.55,136.31,135,135,214891
10/13/2022 16:00:00,133.27,136.8,132.5,136.38,294000
10/14/2022 16:00:00,136.4,136.4,134.04,134.11,303559
10/17/2022 16:00:00,135.85,136.8,135.85,136.16,206511
10/18/2022 16:00:00,135.26,135.31,133.22,134.26,350584
10/19/2022 16:00:00,133.58,133.89,132.09,132.97,176115
10/20/2022 16:00:00,133.64,134.8,132.8,133.24,172043
10/21/2022 16:00:00,131.69,133.92,131.34,133.76,313624
10/24/2022 16:00:00,133.63,135.1,133.14,134.74,188352
10/25/2022 16:00:00,135.88,137.91,135.78,137.07,193083
10/26/2022 16:00:00,136.89,138.89,136.83,137.93,185610
10/27/2022 16:00:00,137.05,137.75,136.39,136.47,194513
10/28/2022 16:00:00,137.68,139.79,137.55,139.52,207836
10/31/2022 16:00:00,138.58,139.32,137.57,138.81,216768
11/1/2022 16:00:00,138,138,134.47,135.16,251053
11/2/2022 16:00:00,136.65,138.2,135.25,135.39,215943
11/3/2022 16:00:00,135.19,136.28,134.23,135.25,212274
11/4/2022 16:00:00,136,137.68,135.6,137.35,209994
11/7/2022 16:00:00,136.83,137.53,135.9,137.26,216496
11/8/2022 16:00:00,137.36,138.65,136.65,137.5,183951
11/9/2022 16:00:00,136,136.1,134.1,134.53,194951
11/10/2022 16:00:00,137.59,140.57,137.56,140.52,211315
11/11/2022 16:00:00,142.17,143.46,141.51,143.26,144386
11/14/2022 16:00:00,142.28,143.4,141.69,142.12,191554
11/15/2022 16:00:00,144.68,144.97,142.93,143.75,183438
11/16/2022 16:00:00,143.15,143.24,141.82,142.12,122266
11/17/2022 16:00:00,141.21,142.96,141.1,142.93,129795
11/18/2022 16:00:00,143.08,143.51,142.63,143.19,130314
11/21/2022 16:00:00,142.78,142.93,141.95,142.16,161228
11/22/2022 16:00:00,144.63,145.5,144.3,145.33,179876
11/23/2022 16:00:00,146.06,146.71,145.25,146.71,198875
11/25/2022 13:00:00,147,148.65,146.94,148.27,95589
11/28/2022 16:00:00,146.84,147.7,146.32,146.51,140926
11/29/2022 16:00:00,145.26,146.18,144.87,145.4,170270
11/30/2022 16:00:00,145.44,147.87,144.85,147.69,171526
12/1/2022 16:00:00,147.22,148.24,146.58,147.66,199536
12/2/2022 16:00:00,145.56,146.61,144.99,146.53,164940
12/5/2022 16:00:00,144.76,144.8,142.65,143.19,223634
12/6/2022 16:00:00,142.88,142.88,140.2,141.09,242564
12/7/2022 16:00:00,141.75,143.03,141.35,141.86,208218
12/8/2022 16:00:00,142,142.38,141.62,142.28,141031
12/9/2022 16:00:00,142.49,144.21,142.49,143.34,127868
12/12/2022 16:00:00,143.62,144.21,142.75,144.12,130768
12/13/2022 16:00:00,146.84,147.34,144.33,144.5,167119
